Tahun,Bulan,Minggu,No,Provinsi,Kab/Kota,Indikator Perubahan Harga (%),Komoditas Andil Perubahan Harga ,Fluktuasi Harga Tertinggi,Nilai,Disparitas Harga Antar Daerah
2023,07,04,6108,KALIMANTAN BARAT,KAPUAS HULU,-0.114744417,CABAI RAWIT(-0.309);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.122);UDANG BASAH(-0.116),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0869141,118.5821243
2023,07,04,6109,KALIMANTAN BARAT,SEKADAU,-0.622773089,DAGING SAPI(-1.11);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.239);PISANG(-0.141),CABAI MERAH,0.1059934,110.4142691
2023,07,04,6110,KALIMANTAN BARAT,MELAWI,-1.011337575,CABAI RAWIT(-0.833);BERAS(-0.649);UDANG BASAH(-0.639),CABAI RAWIT,0.1805269,109.7999504
2023,07,04,6111,KALIMANTAN BARAT,KAYONG UTARA,0.819712103,UDANG BASAH(0.691);DAGING AYAM RAS(0.654);BAWANG MERAH(0.055),UDANG BASAH,0.0928266,
2023,07,04,6112,KALIMANTAN BARAT,KUBU RAYA,-0.257607029,DAGING SAPI(-1.604);BERAS(-0.634);CABAI RAWIT(-0.367),CABAI MERAH,0.1535499,98.0004188
2023,08,01,6101,KALIMANTAN BARAT,SAMBAS,-1.378110118,"JERUK(-0,652);PISANG(-0,508);BAWANG MERAH(-0,252)",MINYAK GORENG,0.0086335,
2023,08,01,6102,KALIMANTAN BARAT,BENGKAYANG,-0.900752342,"DAGING AYAM RAS(-0,869);CABAI RAWIT(-0,147);BAWANG MERAH(-0,12)",DAGING AYAM RAS,0.0225331,
2023,08,01,6103,KALIMANTAN BARAT,LANDAK,-2.082787267,"DAGING AYAM RAS(-1,296);BERAS(-0,596);BAWANG MERAH(-0,18)",DAGING AYAM RAS,0.0508197,
2023,08,01,6104,KALIMANTAN BARAT,MEMPAWAH,-0.176856543,"DAGING AYAM RAS(-0,986);JERUK(-0,383);CABAI RAWIT(-0,281)",STABIL,0,
2023,08,01,6105,KALIMANTAN BARAT,SANGGAU,-0.227393951,"CABAI RAWIT(-0,185);BAWANG MERAH(-0,112);CABAI MERAH(-0,048)",CABAI RAWIT,0.0702589,
2023,08,01,6106,KALIMANTAN BARAT,KETAPANG,1.561562191,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(2,061);BAWANG PUTIH(0,013);TELUR AYAM RAS(0,009)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0480458,
2023,08,01,6108,KALIMANTAN BARAT,KAPUAS HULU,1.578236187,"DAGING SAPI(0,884);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,609);CABAI MERAH(0,281)",BAWANG MERAH,0.1208685,
2023,08,01,6109,KALIMANTAN BARAT,SEKADAU,0.02578933,"SUSU BUBUK UNTUK BALITA(0,553);PISANG(0,23);BAWANG PUTIH(0,046)",BAWANG PUTIH,0.0789096,
2023,08,01,6110,KALIMANTAN BARAT,MELAWI,-0.860729624,"DAGING AYAM RAS(-0,586);DAGING SAPI(-0,552);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,508)",STABIL,0,
2023,08,01,6111,KALIMANTAN BARAT,KAYONG UTARA,-1.797298101,"UDANG BASAH(-1,402);CABAI RAWIT(-0,189);CABAI MERAH(-0,125)",STABIL,0,
2023,08,01,6112,KALIMANTAN BARAT,KUBU RAYA,-1.841152401,"DAGING AYAM RAS(-1,712);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,406);UDANG BASAH(-0,27)",STABIL,0,
2023,08,02,6101,KALIMANTAN BARAT,SAMBAS,-1.392792013,"JERUK(-0,652);PISANG(-0,508);BAWANG MERAH(-0,261)",CABAI MERAH,belum ketemu filenya,
2023,08,02,6102,KALIMANTAN BARAT,BENGKAYANG,-1.03673096,"DAGING AYAM RAS(-1,213);CABAI RAWIT(-0,147);BAWANG MERAH(-0,135)",DAGING AYAM RAS,,
2023,08,02,6103,KALIMANTAN BARAT,LANDAK,-2.372347224,"DAGING AYAM RAS(-1,55);BERAS(-0,596);BAWANG MERAH(-0,198)",DAGING AYAM RAS,,
2023,08,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.342579158,"DAGING AYAM RAS(-0,986);JERUK(-0,383);CABAI RAWIT(-0,281)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,,
2023,08,02,6105,KALIMANTAN BARAT,SANGGAU,-0.567979212,"DAGING AYAM RAS(-0,333);BAWANG MERAH(-0,15);CABAI RAWIT(-0,146)",CABAI MERAH,,
2023,08,02,6106,KALIMANTAN BARAT,KETAPANG,1.456302505,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1,867);TELUR AYAM RAS(0,033);BAWANG PUTIH(0,013)",CABAI MERAH,,
2023,08,02,6108,KALIMANTAN BARAT,KAPUAS HULU,1.525331553,"DAGING SAPI(0,884);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,609);CABAI MERAH(0,281)",BAWANG MERAH,,
2023,08,02,6109,KALIMANTAN BARAT,SEKADAU,-0.2818949,"DAGING AYAM RAS(-0,598);UDANG BASAH(-0,177);CABAI MERAH(-0,108)",IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,,
2023,08,02,6110,KALIMANTAN BARAT,MELAWI,-0.981627299,"DAGING AYAM RAS(-0,586);DAGING SAPI(-0,552);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,508)",CABAI RAWIT,,
2023,08,02,6111,KALIMANTAN BARAT,KAYONG UTARA,-1.584434714,"UDANG BASAH(-1,072);CABAI RAWIT(-0,189);BAWANG MERAH(-0,143)",BAWANG MERAH,,
2023,08,02,6112,KALIMANTAN BARAT,KUBU RAYA,-2.510946433,"DAGING AYAM RAS(-2,152);UDANG BASAH(-0,53);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,344)",UDANG BASAH,,
2023,08,03,6101,KALIMANTAN BARAT,SAMBAS,-1.413365143,"JERUK(-0,653);PISANG(-0,508);DAGING AYAM RAS(-0,334)",CABAI MERAH,0.1229935,
2023,08,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.880356042,"DAGING AYAM RAS(-1,323);BAWANG MERAH(-0,143);CABAI RAWIT(-0,1)",CABAI RAWIT,0.0687194,
2023,08,03,6103,KALIMANTAN BARAT,LANDAK,-2.541225518,"DAGING AYAM RAS(-1,716);BERAS(-0,596);BAWANG MERAH(-0,241)",BAWANG MERAH,0.0681075,
2023,08,03,6104,KALIMANTAN BARAT,MEMPAWAH,-0.366202648,"DAGING AYAM RAS(-1,159);JERUK(-0,383);BAWANG MERAH(-0,252)",CABAI RAWIT,0.1093884,
2023,08,03,6105,KALIMANTAN BARAT,SANGGAU,-0.711303779,"DAGING AYAM RAS(-0,382);BAWANG MERAH(-0,17);CABAI MERAH(-0,166)",CABAI MERAH,0.0608827,
2023,08,03,6106,KALIMANTAN BARAT,KETAPANG,1.428622118,"IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1,868);TELUR AYAM RAS(0,04);BAWANG PUTIH(0,013)",CABAI MERAH,0.0435814,
2023,08,03,6108,KALIMANTAN BARAT,KAPUAS HULU,1.336621261,"DAGING SAPI(0,884);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0,609);CABAI MERAH(0,366)",BAWANG MERAH,0.0869893,
2023,08,03,6109,KALIMANTAN BARAT,SEKADAU,-0.616030332,"DAGING AYAM RAS(-0,762);UDANG BASAH(-0,177);CABAI MERAH(-0,127)",BAWANG PUTIH,0.0652674,
2023,08,03,6110,KALIMANTAN BARAT,MELAWI,-1.594686864,"DAGING AYAM RAS(-0,796);DAGING SAPI(-0,552);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,508)",BAWANG MERAH,0.0892318,
2023,08,03,6111,KALIMANTAN BARAT,KAYONG UTARA,-1.796240577,"UDANG BASAH(-1,168);CABAI RAWIT(-0,189);BAWANG MERAH(-0,178)",BAWANG MERAH,0.0740751,
2023,08,03,6112,KALIMANTAN BARAT,KUBU RAYA,-2.721256254,"DAGING AYAM RAS(-2,274);UDANG BASAH(-0,6);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0,327)",BAWANG MERAH,0.1223422,
2023,08,04,6101,KALIMANTAN BARAT,SAMBAS,-1.722839826,JERUK(-0.652);DAGING AYAM RAS(-0.571);PISANG(-0.508),CABAI MERAH,0.1105806,
2023,08,04,6102,KALIMANTAN BARAT,BENGKAYANG,-0.55984034,DAGING AYAM RAS(-1.351);CABAI RAWIT(-0.168);CABAI MERAH(-0.073),CABAI RAWIT,0.1330527,
2023,08,04,6103,KALIMANTAN BARAT,LANDAK,-2.59192825,DAGING AYAM RAS(-1.762);BERAS(-0.596);BAWANG MERAH(-0.24),DAGING AYAM RAS,0.0640452,
2023,08,04,6104,KALIMANTAN BARAT,MEMPAWAH,-0.497919298,DAGING AYAM RAS(-1.393);JERUK(-0.383);BAWANG MERAH(-0.285),CABAI RAWIT,0.1146682,
2023,08,04,6105,KALIMANTAN BARAT,SANGGAU,-1.252438766,DAGING AYAM RAS(-0.633);CABAI RAWIT(-0.485);CABAI MERAH(-0.236),CABAI MERAH,0.0821709,
2023,08,04,6106,KALIMANTAN BARAT,KETAPANG,1.386142226,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1.834);TELUR AYAM RAS(0.044);GULA PASIR(0.016),CABAI MERAH,0.0848977,
2023,08,04,6108,KALIMANTAN BARAT,KAPUAS HULU,1.179749422,DAGING SAPI(0.884);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.609);CABAI MERAH(0.389),TEMPE,0.0928266,
2023,08,04,6109,KALIMANTAN BARAT,SEKADAU,-0.796301058,DAGING AYAM RAS(-0.885);UDANG BASAH(-0.177);CABAI MERAH(-0.132),DAGING AYAM RAS,0.0609493,
2023,08,04,6110,KALIMANTAN BARAT,MELAWI,-1.950883526,DAGING AYAM RAS(-0.929);DAGING SAPI(-0.552);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.508),CABAI RAWIT,0.092683,
2023,08,04,6111,KALIMANTAN BARAT,KAYONG UTARA,-2.076982143,UDANG BASAH(-1.346);CABAI RAWIT(-0.217);BAWANG MERAH(-0.201),BAWANG MERAH,0.0729716,
2023,08,04,6112,KALIMANTAN BARAT,KUBU RAYA,-3.118241476,DAGING AYAM RAS(-2.679);UDANG BASAH(-0.532);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.315),BAWANG MERAH,0.1575208,
2023,08,05,6101,KALIMANTAN BARAT,SAMBAS,-1.914933521,DAGING AYAM RAS(-0.794);JERUK(-0.652);PISANG(-0.508),CABAI MERAH,0.100752,102.500062
2023,08,05,6102,KALIMANTAN BARAT,BENGKAYANG,-0.604508509,DAGING AYAM RAS(-1.414);CABAI RAWIT(-0.223);CABAI MERAH(-0.096),CABAI RAWIT,0.1504287,114.8997187
2023,08,05,6103,KALIMANTAN BARAT,LANDAK,-2.713516868,DAGING AYAM RAS(-1.911);BERAS(-0.596);BAWANG MERAH(-0.22),CABAI MERAH,0.0670691,105.3734692
2023,08,05,6104,KALIMANTAN BARAT,MEMPAWAH,-0.609909546,DAGING AYAM RAS(-1.56);JERUK(-0.383);BAWANG MERAH(-0.317),CABAI RAWIT,0.1098786,106.1984028
2023,08,05,6105,KALIMANTAN BARAT,SANGGAU,-1.202541935,DAGING AYAM RAS(-0.577);CABAI RAWIT(-0.492);CABAI MERAH(-0.26),CABAI MERAH,0.0806352,
2023,08,05,6106,KALIMANTAN BARAT,KETAPANG,1.336257847,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1.795);TELUR AYAM RAS(0.047);GULA PASIR(0.026),CABAI MERAH,0.102837,
2023,08,05,6108,KALIMANTAN BARAT,KAPUAS HULU,0.918912696,DAGING SAPI(0.884);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.629);CABAI MERAH(0.365),JERUK,0.0986136,120.5809437
2023,08,05,6109,KALIMANTAN BARAT,SEKADAU,-0.953845725,DAGING AYAM RAS(-0.983);UDANG BASAH(-0.177);CABAI MERAH(-0.157),CABAI MERAH,0.0694367,109.7117957
2023,08,05,6110,KALIMANTAN BARAT,MELAWI,-2.309040421,DAGING AYAM RAS(-1.104);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.552);DAGING SAPI(-0.552),CABAI RAWIT,0.1245371,106.9598411
2023,08,05,6111,KALIMANTAN BARAT,KAYONG UTARA,-2.186188752,UDANG BASAH(-1.358);CABAI RAWIT(-0.267);BAWANG MERAH(-0.214),BAWANG MERAH,0.0694855,
2023,08,05,6112,KALIMANTAN BARAT,KUBU RAYA,-3.253627145,DAGING AYAM RAS(-2.716);UDANG BASAH(-0.626);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.308),BAWANG MERAH,0.1648445,95.44331979
2023,09,01,6101,KALIMANTAN BARAT,SAMBAS,-0.088,DAGING AYAM RAS(-0.72);TELUR AYAM RAS(-0.223);CABAI RAWIT(-0.096),DAGING AYAM RAS,0.0282331,
2023,09,01,6102,KALIMANTAN BARAT,BENGKAYANG,-0.371,DAGING AYAM RAS(-0.359);BAWANG MERAH(-0.189);TELUR AYAM RAS(-0.15),CABAI RAWIT,0.0693254,
2023,09,01,6103,KALIMANTAN BARAT,LANDAK,-0.213,DAGING AYAM RAS(-0.25);CABAI RAWIT(-0.087);MINYAK GORENG(-0.058),CABAI MERAH,0.096942,
2023,09,01,6104,KALIMANTAN BARAT,MEMPAWAH,-0.638,DAGING AYAM RAS(-0.812);CABAI RAWIT(-0.198);TELUR AYAM RAS(-0.181),CABAI RAWIT,0.1208685,
2023,09,01,6105,KALIMANTAN BARAT,SANGGAU,-0.198,DAGING AYAM RAS(-0.233);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.13);TELUR AYAM RAS(-0.129),BERAS,0.0134623,
2023,09,01,6106,KALIMANTAN BARAT,KETAPANG,-2.946,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-2.071);DAGING AYAM RAS(-0.646);CABAI RAWIT(-0.249),CABAI RAWIT,0.0860026,
2023,09,01,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.193,SUSU BUBUK(-0.452);JERUK(-0.351);SUSU BUBUK UNTUK BALITA(-0.171),CABAI RAWIT,0.0829883,
2023,09,01,6109,KALIMANTAN BARAT,SEKADAU,-0.003,DAGING AYAM RAS(-0.96);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.167);BAWANG PUTIH(-0.068),JERUK,0.0753747,
2023,09,01,6110,KALIMANTAN BARAT,MELAWI,0.311,UDANG BASAH(0.507);BERAS(0.312);CABAI MERAH(0.069),CABAI RAWIT,0.0636887,
2023,09,01,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.145,CABAI RAWIT(-0.116);PISANG(-0.115);BAWANG MERAH(-0.099),CABAI RAWIT,0.0142636,
2023,09,01,6112,KALIMANTAN BARAT,KUBU RAYA,-3.231,DAGING SAPI(-2.328);UDANG BASAH(-0.782);BAWANG MERAH(-0.159),STABIL,0,
2023,09,02,6101,KALIMANTAN BARAT,SAMBAS,0.222,BERAS(0.763);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.365);CABAI MERAH(0.15),CABAI MERAH,0.0514602,102.500062
2023,09,02,6102,KALIMANTAN BARAT,BENGKAYANG,-0.399,DAGING AYAM RAS(-0.631);BAWANG MERAH(-0.17);TELUR AYAM RAS(-0.17),CABAI MERAH,0.083029,114.8997187
2023,09,02,6103,KALIMANTAN BARAT,LANDAK,-0.582,DAGING AYAM RAS(-0.216);TELUR AYAM RAS(-0.146);CABAI RAWIT(-0.116),BAWANG MERAH,0.081084,105.3734692
2023,09,02,6104,KALIMANTAN BARAT,MEMPAWAH,-0.822,DAGING AYAM RAS(-0.812);TELUR AYAM RAS(-0.202);CABAI RAWIT(-0.119),CABAI RAWIT,0.122769,106.1984028
2023,09,02,6105,KALIMANTAN BARAT,SANGGAU,-0.311,DAGING AYAM RAS(-0.463);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.093);CABAI MERAH(-0.083),BAWANG MERAH,0.0420161,
2023,09,02,6106,KALIMANTAN BARAT,KETAPANG,-2.324,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-1.264);DAGING AYAM RAS(-0.788);CABAI RAWIT(-0.269),CABAI MERAH,0.0697835,
2023,09,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.668,SUSU BUBUK(-0.452);JERUK(-0.351);CABAI RAWIT(-0.176),CABAI RAWIT,0.076674,120.5809437
2023,09,02,6109,KALIMANTAN BARAT,SEKADAU,-0.284,DAGING AYAM RAS(-0.911);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.167);BAWANG PUTIH(-0.068),PISANG,0.0519404,109.7117957
2023,09,02,6110,KALIMANTAN BARAT,MELAWI,0.878,BERAS(0.585);SUSU BUBUK(0.564);UDANG BASAH(0.507),DAGING AYAM RAS,0.0627332,106.9598411
2023,09,02,6111,KALIMANTAN BARAT,KAYONG UTARA,0.167,UDANG BASAH(0.293);CABAI MERAH(0.169);TELUR AYAM RAS(0.052),UDANG BASAH,0.0554786,
2023,09,02,6112,KALIMANTAN BARAT,KUBU RAYA,-1.892,DAGING SAPI(-1.006);UDANG BASAH(-0.782);DAGING AYAM RAS(-0.292),DAGING SAPI,0.1129385,95.44331979
2023,09,03,6101,KALIMANTAN BARAT,SAMBAS,0.562,BERAS(0.86);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.365);CABAI MERAH(0.172),CABAI RAWIT,0.0914906,
2023,09,03,6102,KALIMANTAN BARAT,BENGKAYANG,-0.415,DAGING AYAM RAS(-0.756);TELUR AYAM RAS(-0.198);BAWANG MERAH(-0.176),CABAI RAWIT,0.1092085,
2023,09,03,6103,KALIMANTAN BARAT,LANDAK,-0.238,TELUR AYAM RAS(-0.193);DAGING AYAM RAS(-0.158);BAWANG PUTIH(-0.103),BAWANG MERAH,0.0770447,
2023,09,03,6104,KALIMANTAN BARAT,MEMPAWAH,-1.033,DAGING AYAM RAS(-0.812);TELUR AYAM RAS(-0.258);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.2),CABAI MERAH,0.2170234,
2023,09,03,6105,KALIMANTAN BARAT,SANGGAU,-0.164,DAGING AYAM RAS(-0.538);CABAI MERAH(-0.069);TELUR AYAM RAS(-0.064),BAWANG MERAH,0.0388941,
2023,09,03,6106,KALIMANTAN BARAT,KETAPANG,-3.126,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-1.835);DAGING AYAM RAS(-0.856);CABAI RAWIT(-0.276),BAWANG MERAH,0.0861062,
2023,09,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-2.04,SUSU BUBUK(-0.452);DAGING SAPI(-0.397);JERUK(-0.351),CABAI MERAH,0.1192617,
2023,09,03,6109,KALIMANTAN BARAT,SEKADAU,0.215,BERAS(0.556);DAGING SAPI(0.143);CABAI MERAH(0.117),DAGING AYAM RAS,0.1128445,
2023,09,03,6110,KALIMANTAN BARAT,MELAWI,1.553,SUSU BUBUK(0.739);BERAS(0.678);UDANG BASAH(0.507),PISANG,0.1126039,
2023,09,03,6111,KALIMANTAN BARAT,KAYONG UTARA,0.19,UDANG BASAH(0.409);CABAI MERAH(0.165);TELUR AYAM RAS(0.052),CABAI RAWIT,0.052648,
2023,09,03,6112,KALIMANTAN BARAT,KUBU RAYA,-0.387,DAGING SAPI(-0.679);UDANG BASAH(-0.497);BAWANG MERAH(-0.169),UDANG BASAH,0.2661546,
2023,09,04,6101,KALIMANTAN BARAT,SAMBAS,1.062,BERAS(0.942);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.365);CABAI MERAH(0.202),JERUK,0.1181915,103.2632665
2023,09,04,6102,KALIMANTAN BARAT,BENGKAYANG,-0.421,DAGING AYAM RAS(-0.808);TELUR AYAM RAS(-0.253);CABAI RAWIT(-0.187),CABAI RAWIT,0.1205771,113.9488565
2023,09,04,6103,KALIMANTAN BARAT,LANDAK,0.072,BERAS(0.446);CABAI MERAH(0.124);JERUK(0.02),CABAI RAWIT,0.0729717,105.4301574
2023,09,04,6104,KALIMANTAN BARAT,MEMPAWAH,-1.089,DAGING AYAM RAS(-0.771);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.338);TELUR AYAM RAS(-0.285),CABAI MERAH,0.1993209,104.7978012
2023,09,04,6105,KALIMANTAN BARAT,SANGGAU,-0.093,DAGING AYAM RAS(-0.569);CABAI MERAH(-0.063);TELUR AYAM RAS(-0.057),BAWANG MERAH,0.0368351,
2023,09,04,6106,KALIMANTAN BARAT,KETAPANG,-3.285,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-1.899);DAGING AYAM RAS(-0.877);CABAI RAWIT(-0.268),BAWANG MERAH,0.0960723,
2023,09,04,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.663,DAGING SAPI(-0.495);SUSU BUBUK(-0.404);JERUK(-0.351),CABAI MERAH,0.1125405,118.968483
2023,09,04,6109,KALIMANTAN BARAT,SEKADAU,0.76,BERAS(0.663);DAGING SAPI(0.209);CABAI MERAH(0.146),DAGING AYAM RAS,0.1191115,110.6448863
2023,09,04,6110,KALIMANTAN BARAT,MELAWI,2.045,SUSU BUBUK(0.813);BERAS(0.717);UDANG BASAH(0.507),PISANG,0.1146682,108.9953
2023,09,04,6111,KALIMANTAN BARAT,KAYONG UTARA,0.154,UDANG BASAH(0.459);CABAI MERAH(0.164);TELUR AYAM RAS(0.052),CABAI RAWIT,0.0480999,
2023,09,04,6112,KALIMANTAN BARAT,KUBU RAYA,0.092,BERAS(0.374);TAHU MENTAH(0.316);TEMPE(0.257),UDANG BASAH,0.2377725,94.98984097
2023,10,01,6101,KALIMANTAN BARAT,SAMBAS,1.91439809,JERUK(0.552);BERAS(0.535);DAGING AYAM RAS(0.535),JERUK,0.03388,
2023,10,01,6102,KALIMANTAN BARAT,BENGKAYANG,0.952515562,DAGING AYAM RAS(0.597);BERAS(0.335);CABAI RAWIT(0.167),CABAI MERAH,0.011753,
2023,10,01,6103,KALIMANTAN BARAT,LANDAK,1.37561658,BERAS(0.514);CABAI RAWIT(0.459);DAGING AYAM RAS(0.188),CABAI RAWIT,0.133631,
2023,10,01,6104,KALIMANTAN BARAT,MEMPAWAH,0.180178502,DAGING AYAM RAS(0.36);GULA PASIR(0.269);CABAI MERAH(0.185),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.054538,
2023,10,01,6105,KALIMANTAN BARAT,SANGGAU,0.224287593,BERAS(0.181);DAGING AYAM RAS(0.064);PISANG(0.061),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.023407,
2023,10,01,6106,KALIMANTAN BARAT,KETAPANG,0.328861186,DAGING AYAM RAS(0.44);CABAI RAWIT(0.243);GULA PASIR(0.04),BAWANG MERAH,0.044171,
2023,10,01,6108,KALIMANTAN BARAT,KAPUAS HULU,3.42676922,BERAS(1.274);SUSU BUBUK UNTUK BALITA(1.258);TEPUNG TERIGU(0.403),MINYAK GORENG,0.055473,
2023,10,01,6109,KALIMANTAN BARAT,SEKADAU,0.485354461,DAGING AYAM RAS(0.933);BERAS(0.36);GULA PASIR(0.061),TELUR AYAM RAS,0.015528,
2023,10,01,6110,KALIMANTAN BARAT,MELAWI,2.0619384,SUSU BUBUK UNTUK BALITA(0.641);CABAI RAWIT(0.49);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.387),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.097808,
2023,10,01,6111,KALIMANTAN BARAT,KAYONG UTARA,-0.443786683,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.787);BAWANG MERAH(-0.125);BAWANG PUTIH(-0.029),GULA PASIR,1.25E-16,
2023,10,01,6112,KALIMANTAN BARAT,KUBU RAYA,1.255373971,BERAS(0.667);TAHU MENTAH(0.514);CABAI MERAH(0.447),STABIL,0,
2023,10,02,6101,KALIMANTAN BARAT,SAMBAS,2.160682505,BERAS(0.765);JERUK(0.744);PISANG(0.395),CABAI MERAH,0.1085358,
2023,10,02,6102,KALIMANTAN BARAT,BENGKAYANG,1.153869167,DAGING AYAM RAS(0.597);CABAI RAWIT(0.427);BERAS(0.335),CABAI RAWIT,0.2059711,
2023,10,02,6103,KALIMANTAN BARAT,LANDAK,1.550145608,CABAI RAWIT(0.607);BERAS(0.514);DAGING AYAM RAS(0.343),CABAI RAWIT,0.1088662,
2023,10,02,6104,KALIMANTAN BARAT,MEMPAWAH,0.44508633,DAGING AYAM RAS(0.36);GULA PASIR(0.269);CABAI RAWIT(0.189),CABAI RAWIT,0.1193312,
2023,10,02,6105,KALIMANTAN BARAT,SANGGAU,0.49972033,CABAI RAWIT(0.362);BERAS(0.181);DAGING AYAM RAS(0.153),CABAI RAWIT,0.1621681,
