Tahun,Bulan,Minggu,No,Provinsi,Kab/Kota,Indikator Perubahan Harga (%),Komoditas Andil Perubahan Harga ,Fluktuasi Harga Tertinggi,Nilai,Disparitas Harga Antar Daerah
2023,11,01,6111,KALIMANTAN BARAT,KAYONG UTARA,0.575,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.587);CABAI RAWIT(0.419);BAWANG PUTIH(0.104),STABIL,0,
2023,11,01,6112,KALIMANTAN BARAT,KUBU RAYA,2.937,DAGING SAPI(1.754);BERAS(0.771);CABAI RAWIT(0.661),UDANG BASAH,0.1521452,
2023,11,02,6101,KALIMANTAN BARAT,SAMBAS,0.827,BERAS(0.402);CABAI RAWIT(0.302);TELUR AYAM RAS(0.256),TELUR AYAM RAS,0.0335477,
2023,11,02,6102,KALIMANTAN BARAT,BENGKAYANG,1.01,BERAS(0.591);CABAI RAWIT(0.284);UDANG BASAH(0.194),CABAI MERAH,0.0721788,
2023,11,02,6103,KALIMANTAN BARAT,LANDAK,-0.617,TEMPE(-0.366);CABAI MERAH(-0.151);DAGING AYAM RAS(-0.082),TEMPE,0.1027757,
2023,11,02,6104,KALIMANTAN BARAT,MEMPAWAH,1.489,BERAS(0.644);CABAI RAWIT(0.451);UDANG BASAH(0.251),CABAI MERAH,0.1046046,
2023,11,02,6105,KALIMANTAN BARAT,SANGGAU,2.221,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.707);CABAI RAWIT(0.472);DAGING AYAM RAS(0.38),BAWANG MERAH,0.0518406,
2023,11,02,6106,KALIMANTAN BARAT,KETAPANG,0.828,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.391);CABAI RAWIT(0.198);CABAI MERAH(0.088),CABAI MERAH,0.0399893,
2023,11,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.824,CABAI MERAH(-0.85);UDANG BASAH(-0.361);CABAI RAWIT(-0.351),CABAI MERAH,0.2278226,
2023,11,02,6109,KALIMANTAN BARAT,SEKADAU,-0.105,BAWANG PUTIH(-0.257);DAGING AYAM RAS(-0.149);BAWANG MERAH(-0.142),BAWANG MERAH,0.1584373,
2023,11,02,6110,KALIMANTAN BARAT,MELAWI,-0.549,CABAI MERAH(-0.822);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.196);TELUR AYAM RAS(-0.193),BAWANG MERAH,0.0958266,
2023,11,02,6111,KALIMANTAN BARAT,KAYONG UTARA,0.885,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1.145);CABAI RAWIT(0.306);CABAI MERAH(0.071),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0501949,
2023,11,02,6112,KALIMANTAN BARAT,KUBU RAYA,2.821,DAGING SAPI(1.754);BERAS(0.771);CABAI RAWIT(0.661),UDANG BASAH,0.1463775,
2023,11,03,6101,KALIMANTAN BARAT,SAMBAS,0.58460682,TELUR AYAM RAS(0.305);GULA PASIR(0.209);BERAS(0.19),CABAI RAWIT,0.1064637,
2023,11,03,6102,KALIMANTAN BARAT,BENGKAYANG,1.242212192,BERAS(0.593);CABAI RAWIT(0.338);PISANG(0.191),CABAI MERAH,0.0783803,
2023,11,03,6103,KALIMANTAN BARAT,LANDAK,-0.599035681,TEMPE(-0.502);CABAI MERAH(-0.124);TAHU MENTAH(-0.083),TEMPE,0.1156114,
2023,11,03,6104,KALIMANTAN BARAT,MEMPAWAH,1.392992353,BERAS(0.644);CABAI RAWIT(0.347);JERUK(0.261),JERUK,0.1152483,
2023,11,03,6105,KALIMANTAN BARAT,SANGGAU,1.986920444,CABAI RAWIT(0.493);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.485);BERAS(0.407),BAWANG MERAH,0.0904213,
2023,11,03,6106,KALIMANTAN BARAT,KETAPANG,0.786301909,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.433);CABAI RAWIT(0.152);CABAI MERAH(0.126),BAWANG MERAH,0.0589789,
2023,11,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.632079741,CABAI MERAH(-0.723);CABAI RAWIT(-0.357);TEPUNG TERIGU(-0.315),CABAI MERAH,0.190724,
2023,11,03,6109,KALIMANTAN BARAT,SEKADAU,-0.34278217,BAWANG PUTIH(-0.321);DAGING AYAM RAS(-0.237);BAWANG MERAH(-0.18),BAWANG MERAH,0.1506884,
2023,11,03,6110,KALIMANTAN BARAT,MELAWI,-0.840235694,CABAI MERAH(-0.779);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.246);UDANG BASAH(-0.186),CABAI RAWIT,0.0909868,
2023,11,03,6111,KALIMANTAN BARAT,KAYONG UTARA,0.794732605,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1.183);CABAI RAWIT(0.243);CABAI MERAH(0.055),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0490251,
2023,11,03,6112,KALIMANTAN BARAT,KUBU RAYA,2.185364905,DAGING SAPI(1.561);BERAS(0.771);CABAI RAWIT(0.499),CABAI MERAH,0.1702151,
2023,11,04,6101,KALIMANTAN BARAT,SAMBAS,0.448968788,TELUR AYAM RAS(0.329);DAGING AYAM RAS(0.215);GULA PASIR(0.209),CABAI RAWIT,0.1265072,
2023,11,04,6102,KALIMANTAN BARAT,BENGKAYANG,1.318112246,BERAS(0.594);CABAI RAWIT(0.29);UDANG BASAH(0.187),CABAI MERAH,0.0730216,
2023,11,04,6103,KALIMANTAN BARAT,LANDAK,-0.599035681,TEMPE(-0.502);CABAI MERAH(-0.124);TAHU MENTAH(-0.083),TEMPE,0.1124967,
2023,11,04,6104,KALIMANTAN BARAT,MEMPAWAH,1.492758335,BERAS(0.644);JERUK(0.365);CABAI RAWIT(0.297),JERUK,0.1121797,
2023,11,04,6105,KALIMANTAN BARAT,SANGGAU,1.785549111,CABAI RAWIT(0.501);BERAS(0.448);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.393),BAWANG MERAH,0.0795708,
2023,11,04,6106,KALIMANTAN BARAT,KETAPANG,0.643163894,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.328);CABAI RAWIT(0.14);CABAI MERAH(0.138),BAWANG MERAH,0.0786815,
2023,11,04,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.178223716,CABAI MERAH(-0.483);TEPUNG TERIGU(-0.315);UDANG BASAH(-0.265),CABAI MERAH,0.2115734,
2023,11,04,6109,KALIMANTAN BARAT,SEKADAU,-0.426345913,BAWANG PUTIH(-0.327);DAGING AYAM RAS(-0.247);BAWANG MERAH(-0.179),BAWANG MERAH,0.1359692,
2023,11,04,6110,KALIMANTAN BARAT,MELAWI,-0.570737882,CABAI MERAH(-0.771);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.235);UDANG BASAH(-0.113),CABAI RAWIT,0.1083501,
2023,11,04,6111,KALIMANTAN BARAT,KAYONG UTARA,0.456321516,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.839);CABAI RAWIT(0.231);GULA PASIR(0.077),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0767217,
2023,11,04,6112,KALIMANTAN BARAT,KUBU RAYA,2.053892924,DAGING SAPI(1.609);BERAS(0.867);CABAI RAWIT(0.511),CABAI MERAH,0.1818854,
2023,11,05,6101,KALIMANTAN BARAT,SAMBAS,0.538126638,TELUR AYAM RAS(0.375);DAGING AYAM RAS(0.232);GULA PASIR(0.209),CABAI RAWIT,0.1376378,102.8268582
2023,11,05,6102,KALIMANTAN BARAT,BENGKAYANG,1.363431044,BERAS(0.595);CABAI RAWIT(0.261);UDANG BASAH(0.185),BAWANG MERAH,0.0685406,113.499299
2023,11,05,6103,KALIMANTAN BARAT,LANDAK,-0.406819444,TEMPE(-0.695);TAHU MENTAH(-0.116);CABAI MERAH(-0.103),TEMPE,0.1070695,102.7573336
2023,11,05,6104,KALIMANTAN BARAT,MEMPAWAH,2.03517965,BERAS(0.644);JERUK(0.501);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.313),JERUK,0.139354,103.972413
2023,11,05,6105,KALIMANTAN BARAT,SANGGAU,1.822936895,CABAI RAWIT(0.497);BERAS(0.479);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.301),BAWANG MERAH,0.0712685,
2023,11,05,6106,KALIMANTAN BARAT,KETAPANG,0.559286999,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.165);CABAI RAWIT(0.165);CABAI MERAH(0.139),BAWANG MERAH,0.0802272,
2023,11,05,6108,KALIMANTAN BARAT,KAPUAS HULU,-0.994462645,CABAI MERAH(-0.352);TEPUNG TERIGU(-0.315);UDANG BASAH(-0.249),CABAI MERAH,0.2148588,114.3158059
2023,11,05,6109,KALIMANTAN BARAT,SEKADAU,-0.504256358,DAGING AYAM RAS(-0.332);BAWANG PUTIH(-0.309);CABAI RAWIT(-0.173),BAWANG MERAH,0.1237533,107.0847247
2023,11,05,6110,KALIMANTAN BARAT,MELAWI,-0.502426859,CABAI MERAH(-0.768);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.226);TELUR AYAM RAS(-0.091),CABAI RAWIT,0.0992914,105.7840099
2023,11,05,6111,KALIMANTAN BARAT,KAYONG UTARA,0.519650621,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.788);CABAI RAWIT(0.256);GULA PASIR(0.104),TAHU MENTAH,0.097202,
2023,11,05,6112,KALIMANTAN BARAT,KUBU RAYA,2.048214885,DAGING SAPI(1.633);BERAS(0.915);CABAI RAWIT(0.504),CABAI MERAH,0.219131,95.14539219
2023,12,01,6101,KALIMANTAN BARAT,SAMBAS,0.327561424,DAGING AYAM RAS(0.392);TELUR AYAM RAS(0.284);BAWANG MERAH(0.121),CABAI RAWIT,0.0684711,
2023,12,01,6102,KALIMANTAN BARAT,BENGKAYANG,0.113709926,TELUR AYAM RAS(0.176);BAWANG MERAH(0.098);MINYAK GORENG(0.097),CABAI MERAH,0.037249,
2023,12,01,6103,KALIMANTAN BARAT,LANDAK,1.16699808,DAGING AYAM RAS(0.825);CABAI RAWIT(0.205);GULA PASIR(0.155),DAGING AYAM RAS,0.0355664,
2023,12,01,6104,KALIMANTAN BARAT,MEMPAWAH,3.112705731,JERUK(0.88);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.816);PISANG(0.36),MINYAK GORENG,0.0151769,
2023,12,01,6105,KALIMANTAN BARAT,SANGGAU,0.380720227,DAGING AYAM RAS(0.257);PISANG(0.219);GULA PASIR(0.139),DAGING AYAM RAS,0.0104489,
2023,12,01,6106,KALIMANTAN BARAT,KETAPANG,0.188357327,BAWANG MERAH(0.142);CABAI RAWIT(0.111);DAGING AYAM RAS(0.11),BAWANG MERAH,0.062113,
2023,12,01,6108,KALIMANTAN BARAT,KAPUAS HULU,0.54470243,CABAI MERAH(0.73);CABAI RAWIT(0.242);BAWANG MERAH(0.175),BAWANG PUTIH,0.0691567,
2023,12,01,6109,KALIMANTAN BARAT,SEKADAU,1.120459645,UDANG BASAH(0.406);TEPUNG TERIGU(0.251);CABAI RAWIT(0.201),CABAI MERAH,0.0843799,
2023,12,01,6110,KALIMANTAN BARAT,MELAWI,2.192040168,CABAI MERAH(0.939);TAHU MENTAH(0.909);TEMPE(0.297),TAHU MENTAH,0.1944407,
2023,12,01,6111,KALIMANTAN BARAT,KAYONG UTARA,1.772096592,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(1.115);TEMPE(0.331);CABAI RAWIT(0.295),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0978076,
2023,12,01,6112,KALIMANTAN BARAT,KUBU RAYA,0.166914163,DAGING AYAM RAS(0.452);BERAS(0.237);BAWANG MERAH(0.162),STABIL,0,
2023,12,02,6101,KALIMANTAN BARAT,SAMBAS,1.16978608,DAGING AYAM RAS(0.734);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.601);TELUR AYAM RAS(0.252),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1092779,
2023,12,02,6102,KALIMANTAN BARAT,BENGKAYANG,0.237015523,TELUR AYAM RAS(0.216);GULA PASIR(0.098);BAWANG MERAH(0.098),CABAI RAWIT,0.0323675,
2023,12,02,6103,KALIMANTAN BARAT,LANDAK,1.007904623,DAGING AYAM RAS(1.066);GULA PASIR(0.155);BAWANG MERAH(0.134),CABAI RAWIT,0.0861837,
2023,12,02,6104,KALIMANTAN BARAT,MEMPAWAH,3.313358275,JERUK(0.88);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.816);DAGING AYAM RAS(0.799),DAGING AYAM RAS,0.0620054,
2023,12,02,6105,KALIMANTAN BARAT,SANGGAU,0.403791219,DAGING AYAM RAS(0.454);GULA PASIR(0.139);BERAS(0.119),PISANG,0.036348,
2023,12,02,6106,KALIMANTAN BARAT,KETAPANG,0.233807131,DAGING AYAM RAS(0.227);BAWANG MERAH(0.218);CABAI RAWIT(0.105),BAWANG MERAH,0.0679471,
2023,12,02,6108,KALIMANTAN BARAT,KAPUAS HULU,0.961447924,CABAI MERAH(0.843);CABAI RAWIT(0.369);BAWANG MERAH(0.215),BAWANG PUTIH,0.0481565,
2023,12,02,6109,KALIMANTAN BARAT,SEKADAU,1.400814235,UDANG BASAH(0.529);TEPUNG TERIGU(0.251);CABAI RAWIT(0.177),BAWANG MERAH,0.076674,
2023,12,02,6110,KALIMANTAN BARAT,MELAWI,2.784645834,TAHU MENTAH(1.035);CABAI MERAH(0.788);DAGING AYAM RAS(0.781),TAHU MENTAH,0.1317616,
2023,12,02,6111,KALIMANTAN BARAT,KAYONG UTARA,0.755841873,TEMPE(0.331);TAHU MENTAH(0.292);CABAI RAWIT(0.228),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1128642,
2023,12,02,6112,KALIMANTAN BARAT,KUBU RAYA,2.46938921,DAGING AYAM RAS(1.472);DAGING SAPI(0.673);UDANG BASAH(0.354),UDANG BASAH,0.3011693,
2023,12,03,6101,KALIMANTAN BARAT,SAMBAS,0.950097164,DAGING AYAM RAS(0.851);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.777);TELUR AYAM RAS(0.205),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0968361,
2023,12,03,6102,KALIMANTAN BARAT,BENGKAYANG,0.698007318,TELUR AYAM RAS(0.237);DAGING AYAM RAS(0.215);BAWANG MERAH(0.136),CABAI RAWIT,0.072856,
2023,12,03,6103,KALIMANTAN BARAT,LANDAK,0.981840422,DAGING AYAM RAS(1.161);BAWANG MERAH(0.168);GULA PASIR(0.155),CABAI RAWIT,0.0941653,
2023,12,03,6104,KALIMANTAN BARAT,MEMPAWAH,2.219644135,DAGING AYAM RAS(0.764);JERUK(0.637);PISANG(0.36),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1045562,
2023,12,03,6105,KALIMANTAN BARAT,SANGGAU,0.457020317,DAGING AYAM RAS(0.568);GULA PASIR(0.139);BERAS(0.119),PISANG,0.034043,
2023,12,03,6106,KALIMANTAN BARAT,KETAPANG,0.340592705,DAGING AYAM RAS(0.318);BAWANG MERAH(0.245);CABAI RAWIT(0.107),BAWANG MERAH,0.0591902,
2023,12,03,6108,KALIMANTAN BARAT,KAPUAS HULU,0.404182248,CABAI MERAH(0.931);CABAI RAWIT(0.496);BAWANG MERAH(0.198),PISANG,0.2640794,
2023,12,03,6109,KALIMANTAN BARAT,SEKADAU,1.930726935,UDANG BASAH(0.585);DAGING AYAM RAS(0.268);TEPUNG TERIGU(0.251),BAWANG MERAH,0.0891368,
2023,12,03,6110,KALIMANTAN BARAT,MELAWI,2.966339109,TAHU MENTAH(1.085);DAGING AYAM RAS(1.033);CABAI MERAH(0.68),CABAI RAWIT,0.1734457,
2023,12,03,6111,KALIMANTAN BARAT,KAYONG UTARA,0.409152347,TEMPE(0.331);TAHU MENTAH(0.292);BAWANG MERAH(0.17),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.10925,
2023,12,03,6112,KALIMANTAN BARAT,KUBU RAYA,3.316089067,DAGING AYAM RAS(1.782);DAGING SAPI(0.835);UDANG BASAH(0.62),UDANG BASAH,0.3314688,
2023,12,04,6101,KALIMANTAN BARAT,SAMBAS,0.754977402,DAGING AYAM RAS(0.89);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.742);TELUR AYAM RAS(0.175),PISANG,0.0975999,103.5835872
2023,12,04,6102,KALIMANTAN BARAT,BENGKAYANG,0.711396227,DAGING AYAM RAS(0.247);TELUR AYAM RAS(0.219);BAWANG MERAH(0.135),CABAI RAWIT,0.0991706,113.7179422
2023,12,04,6103,KALIMANTAN BARAT,LANDAK,0.981840422,DAGING AYAM RAS(1.161);BAWANG MERAH(0.168);GULA PASIR(0.155),BAWANG MERAH,0.0988433,103.9341957
2023,12,04,6104,KALIMANTAN BARAT,MEMPAWAH,1.733881904,DAGING AYAM RAS(0.752);JERUK(0.56);PISANG(0.36),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1122357,105.4527056
2023,12,04,6105,KALIMANTAN BARAT,SANGGAU,0.553580914,DAGING AYAM RAS(0.684);GULA PASIR(0.139);BERAS(0.119),DAGING AYAM RAS,0.0329095,
2023,12,04,6106,KALIMANTAN BARAT,KETAPANG,0.156779169,DAGING AYAM RAS(0.356);BAWANG MERAH(0.254);CABAI RAWIT(0.099),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0721175,
2023,12,04,6108,KALIMANTAN BARAT,KAPUAS HULU,0.29812774,CABAI MERAH(0.942);CABAI RAWIT(0.512);BAWANG MERAH(0.196),PISANG,0.3113574,113.6150607
2023,12,04,6109,KALIMANTAN BARAT,SEKADAU,2.136598448,UDANG BASAH(0.591);DAGING AYAM RAS(0.365);TEPUNG TERIGU(0.251),BAWANG MERAH,0.0848845,108.4878299
2023,12,04,6110,KALIMANTAN BARAT,MELAWI,2.977252051,DAGING AYAM RAS(1.141);TAHU MENTAH(1.101);CABAI MERAH(0.566),CABAI RAWIT,0.1957111,108.2570209
2023,12,04,6111,KALIMANTAN BARAT,KAYONG UTARA,0.341662604,TEMPE(0.331);TAHU MENTAH(0.292);BAWANG MERAH(0.192),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.1090729,
2023,12,04,6112,KALIMANTAN BARAT,KUBU RAYA,3.363260349,DAGING AYAM RAS(1.838);DAGING SAPI(0.743);UDANG BASAH(0.732),UDANG BASAH,0.3266016,97.32071843
2024,01,01,6101,KALIMANTAN BARAT,SAMBAS,-2.181,BERAS(-0.608);PISANG(-0.452);JERUK(-0.36),BERAS,0.030236,
2024,01,01,6102,KALIMANTAN BARAT,BENGKAYANG,1.377,DAGING AYAM RAS(1.018);DAGING SAPI(0.635);PISANG(0.325),CABAI MERAH,0.07698,
2024,01,01,6103,KALIMANTAN BARAT,LANDAK,-,-,NODATA,,
2024,01,01,6104,KALIMANTAN BARAT,MEMPAWAH,-2.394,UDANG BASAH(-0.869);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.796);JERUK(-0.359),TELUR AYAM RAS,0.0363636,
2024,01,01,6105,KALIMANTAN BARAT,SANGGAU,-0.441,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.475);CABAI RAWIT(-0.235);TELUR AYAM RAS(-0.149),TEMPE,0.0349909,
2024,01,01,6106,KALIMANTAN BARAT,KETAPANG,1.215,DAGING AYAM RAS(0.821);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(0.281);BAWANG MERAH(0.091),CABAI RAWIT,0.0763359,
2024,01,01,6108,KALIMANTAN BARAT,KAPUAS HULU,-0.318,PISANG(-0.985);GULA PASIR(-0.043);JERUK(0),STABIL,0,
2024,01,01,6109,KALIMANTAN BARAT,SEKADAU,2.267,DAGING SAPI(1.254);DAGING AYAM RAS(0.649);TELUR AYAM RAS(0.127),CABAI RAWIT,0.0392157,
2024,01,01,6110,KALIMANTAN BARAT,MELAWI,-0.563,CABAI RAWIT(-0.953);CABAI MERAH(-0.924);MINYAK GORENG(-0.043),JERUK,0.1049728,
2024,01,01,6111,KALIMANTAN BARAT,KAYONG UTARA,0.519,TELUR AYAM RAS(0.542);PISANG(0.302);BAWANG MERAH(0.25),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0540541,
2024,01,01,6112,KALIMANTAN BARAT,KUBU RAYA,-0.005,IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.771);CABAI RAWIT(-0.717);DAGING SAPI(-0.604),STABIL,0,
2024,01,02,6101,KALIMANTAN BARAT,SAMBAS,-3.068,BERAS(-1.436);DAGING SAPI(-0.592);CABAI RAWIT(-0.305),CABAI RAWIT,0.0599975,
2024,01,02,6102,KALIMANTAN BARAT,BENGKAYANG,-0.142,CABAI RAWIT(-0.634);CABAI MERAH(-0.333);TEPUNG TERIGU(-0.295),CABAI MERAH,0.1172876,
2024,01,02,6103,KALIMANTAN BARAT,LANDAK,-0.907,CABAI RAWIT(-1.162);CABAI MERAH(-0.253);TELUR AYAM RAS(-0.044),CABAI MERAH,0.1071429,
2024,01,02,6104,KALIMANTAN BARAT,MEMPAWAH,-1.375,UDANG BASAH(-0.429);IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.371);TELUR AYAM RAS(-0.217),CABAI RAWIT,0.0566038,
2024,01,02,6105,KALIMANTAN BARAT,SANGGAU,0.76,DAGING AYAM RAS(1.34);TEMPE(0.043);BAWANG MERAH(0.033),DAGING AYAM RAS,0.0437181,
2024,01,02,6106,KALIMANTAN BARAT,KETAPANG,1.288,DAGING AYAM RAS(1.203);BAWANG MERAH(0.23);BAWANG PUTIH(0.17),CABAI RAWIT,0.1196505,
2024,01,02,6108,KALIMANTAN BARAT,KAPUAS HULU,-0.614,CABAI MERAH(-0.617);PISANG(-0.255);CABAI RAWIT(-0.215),CABAI MERAH,0.2138425,
2024,01,02,6109,KALIMANTAN BARAT,SEKADAU,1.32,DAGING SAPI(0.767);DAGING AYAM RAS(0.681);BAWANG MERAH(0.123),CABAI RAWIT,0.1020621,
2024,01,02,6110,KALIMANTAN BARAT,MELAWI,-0.841,CABAI RAWIT(-1.005);CABAI MERAH(-0.702);MINYAK GORENG(-0.043),JERUK,0.1075829,
2024,01,02,6111,KALIMANTAN BARAT,KAYONG UTARA,1.602,TELUR AYAM RAS(0.656);DAGING AYAM RAS(0.555);BAWANG MERAH(0.311),IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO,0.0517241,
2024,01,02,6112,KALIMANTAN BARAT,KUBU RAYA,0.067,DAGING AYAM RAS(1.186);TEMPE(0.867);TAHU MENTAH(0.308),CABAI MERAH,0.3427223,
2024,01,03,6101,KALIMANTAN BARAT,SAMBAS,-3.55,"BERAS(-1.6458), DAGING SAPI(-0.6515), CABAI RAWIT(-0.4472)",CABAI RAWIT,0.13,
2024,01,03,6102,KALIMANTAN BARAT,BENGKAYANG,-1.22,"DAGING SAPI(-0.7768), CABAI RAWIT(-0.634), CABAI MERAH(-0.3394)",CABAI MERAH,0.12,
2024,01,03,6103,KALIMANTAN BARAT,LANDAK,-,-,-,-,
2024,01,03,6104,KALIMANTAN BARAT,MEMPAWAH,-1.47,"UDANG BASAH(-0.4286), IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.3715), CABAI RAWIT(-0.3194)",CABAI RAWIT,0.09,
2024,01,03,6105,KALIMANTAN BARAT,SANGGAU,0.85,"DAGING AYAM RAS(1.3886), BAWANG MERAH(0.0459), TEMPE(0.0274)",DAGING AYAM RAS,0.04,
2024,01,03,6106,KALIMANTAN BARAT,KETAPANG,1.04,"DAGING AYAM RAS(1.0942), BAWANG MERAH(0.2335), BAWANG PUTIH(0.1848)",CABAI RAWIT,0.12,
2024,01,03,6108,KALIMANTAN BARAT,KAPUAS HULU,-1.05,"CABAI MERAH(-0.9415), CABAI RAWIT(-0.4143), PISANG(-0.2435)",CABAI MERAH,0.22,
2024,01,03,6109,KALIMANTAN BARAT,SEKADAU,0.14,"DAGING SAPI(0.352), DAGING AYAM RAS(0.2694), BAWANG MERAH(0.1707)",,,
2024,01,03,6110,KALIMANTAN BARAT,MELAWI,-0.19,"CABAI RAWIT(-0.9215), CABAI MERAH(-0.5858), DAGING AYAM RAS(-0.0743)",JERUK,0.13,
2024,01,03,6111,KALIMANTAN BARAT,KAYONG UTARA,0.82,"DAGING AYAM RAS(0.7498), TELUR AYAM RAS(0.3672), BAWANG MERAH(0.2783)",CABAI RAWIT,0.16,
2024,01,03,6112,KALIMANTAN BARAT,KUBU RAYA,-0.4,"DAGING SAPI(-0.7811), CABAI RAWIT(-0.7241), IKAN KEMBUNG/IKAN GEMBUNG/ IKAN BANYAR/IKAN GEMBOLO/ IKAN ASO-ASO(-0.4203)",CABAI MERAH,0.26,
2024,01,04,6101,KALIMANTAN BARAT,SAMBAS,-3.765,BERAS(-1.744);DAGING SAPI(-0.68);CABAI RAWIT(-0.448),CABAI RAWIT,0.111497936,107.771086
